filename,size,bucket,action,reason,first_line
VETERINARY_ALERTS_IMPLEMENTATION_COMPLETE.md,11218,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# 🎉 VETERINARY ALERTS TOOLS - IMPLEMENTATION COMPLETE
VETERINARY_ALERTS_TOOLS_README.md,18194,Suspicious,review-needed,no pattern matched - needs judgement,# 🏥 Veterinary Alerts Management Tools
VETERINARY_TOOLS_OVERLAP_ANALYSIS.md,9623,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 Veterinary Tools Overlap Analysis
VIEW_MODE_PERSISTENCE_FIX_DEC12_2025.md,14432,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# View Mode Persistence Fix - December 12, 2025"
VIEW_MODE_PERSISTENCE_INVESTIGATION_DEC12_2025.md,21203,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# View Mode Persistence Investigation - December 12, 2025"
VINYL_STOCK_ANALYSIS_SUMMARY.md,12428,Scratch,git mv -> archive/timelines_and_reports/,title contains 'analysis summary',# Vinyl Stock Analysis Summary
VISUAL_AUTOMATION_CANVAS_COMPLETE.md,37677,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# Visual Automation Canvas - Complete Implementation Guide
VISUALIZATION_ACTION_BUTTONS_ANALYSIS_DEC5_2025.md,31149,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🎨 Visualization Action Buttons Analysis
VISUALIZATION_BUTTONS_DESIGN_SPEC_DEC5_2025.md,35450,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🎨 Visualization Action Buttons - Design Specification
VISUALIZATION_IMPLEMENTATION_TEST_REPORT.md,11639,Scratch,git mv -> archive/timelines_and_reports/,title contains 'test report',# 🧪 Visualization Implementation Test Report
VISUALIZATION_INTERACTIVITY_REQUIREMENTS.md,9914,Suspicious,review-needed,no pattern matched - needs judgement,""""""""
VISUALIZATION_POPUP_REDESIGN_DEC5_2025.md,17970,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Visualization Popup Redesign & Horizontal Scrolling
VISUALIZATION_STREAMING_FIXES_APRIL9_2026.md,9049,Suspicious,review-needed,no pattern matched - needs judgement,"# Visualization Streaming Engine Fixes — April 9, 2026"
VISUALIZATION_TEXT_VISIBILITY_FIX_DEC5_2025.md,14045,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Visualization Text Visibility & Sizing Fix
VSA_AI_CHAT_INTEGRATION_TOOLS.md,47170,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🤖 VSA Alerts AI Chat Integration - Tool Library & Implementation
VSA_ALERTS_AI_AGENT_INTEGRATION_OPTIONS.md,47762,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# 🤖 VSA Veterinary Alerts + AI Agent System Integration
VSA_ALERTS_DATA_ALIGNMENT_FIX.md,13622,Suspicious,review-needed,no pattern matched - needs judgement,# ✅ VSA Alerts Data Alignment Fix - COMPLETE
VSA_ALERTS_DATABASE_INTEGRATION_ANALYSIS.md,15183,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# VSA Veterinary Alerts - Database Integration Analysis
VSA_ALERTS_EXECUTIVE_SUMMARY.md,7562,Suspicious,review-needed,no pattern matched - needs judgement,# 🚨 VSA Veterinary Alerts - Executive Summary
VSA_ALERTS_GAP_ANALYSIS_COMPLETE.md,63982,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 Code Archeology Analysis - VSA Veterinary Alerts Module
VSA_ALERTS_HEADER_FIX_DEC10.md,10781,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# ✅ VSA Alerts Header & Scroll Fix - COMPLETE
VSA_ALERTS_PHASE0_IMPLEMENTATION_COMPLETE.md,15987,Suspicious,review-needed,no pattern matched - needs judgement,# ✅ VSA Alerts Phase 0 Implementation - COMPLETE
VSA_ALERTS_UNIFIED_IMPLEMENTATION_PLAN.md,34813,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# 🎯 VSA Veterinary Alerts - Unified Implementation Plan
VSA_ALERTS_V4_FRAMEWORK_FIX_DEC1.md,8655,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# VSA Veterinary Alerts - V4 Framework Integration Fix
VSA_COACHING_FEATURE_COMPLETE.md,13199,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# VSA Coaching Feature - Implementation Complete ✅
VSA_FIXES_DEC10_2025.md,13688,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# VSA Veterinary Alerts - Bug Fixes (December 10, 2025)"
VSA_PHONE_SYSTEM_TOOLS_REDESIGN.md,33069,Suspicious,review-needed,no pattern matched - needs judgement,# 📞 VSA Phone System AI Tools - Prompt-Centric Redesign
VSA_PHONE_TOOLS_SMART_DEFAULTS.md,21991,Suspicious,review-needed,no pattern matched - needs judgement,# 📞 VSA Phone Tools - Smart Defaults Design
VSA_PHONE_TOOLS_VARIABLE_DRIVEN_COMPLETE.md,44968,Suspicious,review-needed,no pattern matched - needs judgement,# 📞 VSA Phone System Tools - Complete Variable-Driven Architecture
VSA_PLATFORM_GAP_ANALYSIS.md,20887,Suspicious,review-needed,no pattern matched - needs judgement,# VSA Platform Gap Analysis - SQL_Data_AI_UI_v5 vs AI_agents
VSA_TAB_ID_MISMATCH_FIX_DEC5_2025.md,12177,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# VSA Veterinary Alerts Tab ID Mismatch Fix
VSA_vs_KANBAN_ARCHITECTURE_ANALYSIS.md,19872,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 Code Archeology Analysis: VSA vs InHouse Kanban Display Issue
VSCODE_TEST_RESULTS_JAN21_2026.md,11590,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# VS Code Test Results - Outlook Conversation Fix
WEATHER_INTEGRATION_COMPLETE.md,10503,Scratch,git mv -> archive/timelines_and_reports/,title contains 'integration complete',"# Weather Integration Complete - December 29, 2025"
WEBSITE_VALIDATION_CHECKLIST_JAN24_2026.md,8718,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# SHOPIFY CALCULATOR WEBSITE VALIDATION CHECKLIST
WEBSITE_VALIDATION_RESULTS_JAN24_2026.md,8703,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# WEBSITE VALIDATION RESULTS - January 24, 2026"
WEBSOCKET_CONNECTION_ERROR_FIX.md,6988,Suspicious,review-needed,no pattern matched - needs judgement,# WebSocket Connection Error - Diagnostic & Fix
WEBSOCKET_DISCONNECT_FIX_COMPLETE.md,9449,Suspicious,review-needed,no pattern matched - needs judgement,# WebSocket Disconnect Handler Fix - Complete
WEBSOCKET_PENDING_FIX_JUNE9_2026.md,11372,Suspicious,review-needed,no pattern matched - needs judgement,"# WebSocket Pending Connection Fix - June 9, 2026"
WELCOME_MESSAGES_AUDIT.md,19624,Scratch,git mv -> archive/timelines_and_reports/,title contains 'audit',# Welcome Messages Audit - All Variations
WELCOME_TO_PRIME_FIX_COMPLETE.md,12450,Suspicious,review-needed,no pattern matched - needs judgement,"# ""Welcome to Prime"" Message Fix - Complete"
WHAT_TO_EXPECT_IN_LOGS.md,8787,Suspicious,review-needed,no pattern matched - needs judgement,"# What To Expect In Flask Logs - November 25, 2025"
WHAT_YOU_WANT_EXPLANATION_NOV19.md,9061,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# What You Want - AI Agents Tool Result Bubble Implementation
WHISPER_BACKEND_COMPLETE_DISABLE_NOV27.md,10397,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🛑 WHISPER BACKEND COMPLETE DISABLE - November 27, 2024"
WHISPER_LOCAL_SETUP.md,6856,Suspicious,review-needed,no pattern matched - needs judgement,# Whisper Transcription - Local Model Setup
WHY_LOCALHOST_WORKED_NOV27.md,6473,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Why OAuth Login Worked on Localhost but Not on Render
WITHCOMPLIMENTSSLIPS_ALIGNMENT_COMPLETE.md,7979,Suspicious,review-needed,no pattern matched - needs judgement,# WithComplimentsSlips Calculator Alignment Complete ✅
WOOCOMMERCE_REFACTORING_SESSION_SUMMARY.md,16575,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# WooCommerce V4 Refactoring Session - Comprehensive Summary
WOOCOMMERCE_SHIPPING_INTEGRATION_JAN26_2026.md,10266,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# WooCommerce Shipping Column Integration - Complete Implementation
WORKFLOW_BADGE_IMMEDIATE_UPDATE_NOV25.md,17161,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Workflow Badge Immediate Update & Auto-Save Fix - November 25, 2025"
WORKFLOW_FULL_FUNCTIONALITY_FIX_NOV19.md,14815,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Workflow Full Functionality Fix - November 19, 2025"
WORKFLOW_INSTRUCTIONS_MIGRATION_COMPLETE.md,10084,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Workflow Instructions Migration - Complete ✅
WORKFLOW_LIBRARY_PANEL_UI_UPDATE.md,6686,Suspicious,review-needed,no pattern matched - needs judgement,# Workflow Library Panel UI Updates
WORKFLOW_LOAD_FEATURE_COMPLETE_NOV19.md,13423,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Visual Automation Canvas - Load Workflow Feature Complete
WORKFLOW_LOADING_CONFIRMATION_POPUP_COMPLETE.md,19508,Suspicious,review-needed,no pattern matched - needs judgement,# 🎯 Workflow Loading Confirmation Popup - Complete Documentation
WORKFLOW_LOADING_DIAGNOSIS_COMPLETE.md,10042,Suspicious,review-needed,no pattern matched - needs judgement,# Workflow Loading Diagnosis - COMPLETE
WORKFLOW_LOADING_FIX_NOV19.md,12441,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Workflow Loading Visual Fix - November 19, 2025"
WORKFLOW_NULL_LABEL_FIX_NOV19.md,10326,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Workflow ""null"" Label Fix - November 19, 2025"
WORKFLOW_RENDER_BUG_FIX_NOV19.md,10699,Historical,git mv -> archive/timelines_and_reports/,fix/debug/incident content,"# Workflow Rendering Bug Fix - November 19, 2025"
WORKFLOW_SLUG_AI_EXAMPLES.md,14716,Suspicious,review-needed,no pattern matched - needs judgement,# Workflow Slug - AI Usage Examples
WORKFLOW_SLUG_FIX_NOV19.md,12500,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Workflow Slug System - CRITICAL FIX (November 19, 2025)"
WORKFLOW_SLUG_SYSTEM_EXPLANATION.md,11956,Suspicious,review-needed,no pattern matched - needs judgement,# Workflow Slug System - Complete Explanation
WORKFLOW_SLUG_VISUAL_GUIDE.md,14487,Suspicious,review-needed,no pattern matched - needs judgement,# Workflow Slug - Visual UI Guide
WORKFLOW_TITLE_NULL_FIX_COMPLETE.md,8263,Suspicious,review-needed,no pattern matched - needs judgement,# Workflow Title Null Error Fix - Complete Solution
WORKFLOW_UI_IMPLEMENTATION_GUIDE.md,49049,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🎨 Workflow UI Implementation Guide
WORKFLOW_UI_IMPROVEMENTS_NOV19.md,5752,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Workflow UI Improvements - November 19, 2025"
WORKFLOW_UI_LOCATION_GUIDE.md,15275,Suspicious,review-needed,no pattern matched - needs judgement,# Workflow UI - Where Everything Is Located
WORKSPACE_PERSISTENCE_DEPLOYMENT_SUMMARY_DEC12.md,13739,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🎯 WORKSPACE PERSISTENCE - DEPLOYMENT SUMMARY
WORKSPACE_PERSISTENCE_IMPLEMENTATION_COMPLETE_DEC12.md,11659,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Workspace Persistence & Resizable Columns - Implementation Complete
WORKSPACE_PERSISTENCE_TESTING_GUIDE_DEC12.md,17000,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🧪 WORKSPACE PERSISTENCE - TESTING GUIDE
WORKSPACE_SCHEMA_FIX_DEC14_2025.md,4523,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Workspace Manager Schema Fix - December 14, 2025"
WORKSPACE_SEARCH_COMPLETE_GUIDE.md,21369,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# Workspace Search & Message Retrieval - Complete Implementation Guide
WORKSPACE_SEARCH_IMPLEMENTATION_SUMMARY.md,11524,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Workspace Search & Message Retrieval - Implementation Complete! ✅
WORKSPACE_SEARCH_TESTING_INSTRUCTIONS.md,18312,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Workspace Search & Message Retrieval - Complete Testing Instructions
WORKSPACE_SEMANTIC_SEARCH_EXPLANATION.md,22111,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 Workspace & Transcription Semantic Search - Complete Explanation
WRAPPER_INTEGRATION_COMPLETE_DEC10.md,12779,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Shopify Calculator Wrapper Integration Complete ✅
WRAPPER_VS_DIRECT_CALCULATOR_ANALYSIS.md,16069,Suspicious,review-needed,no pattern matched - needs judgement,# Wrapper vs Direct Calculator Analysis
WRAPPER_VS_DIRECT_DIAGRAMS.md,5851,Suspicious,review-needed,no pattern matched - needs judgement,```mermaid
XERO_AI_ML_ENHANCEMENT_OPPORTUNITIES.md,45060,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🤖 Xero Module AI/ML Enhancement Opportunities
XERO_COMPLETE_ENDPOINT_TEST_DEC21_2025.md,16519,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Xero Module Complete Endpoint Testing - December 21, 2025"
XERO_CONTACT_DATA_STRUCTURE.md,9341,Suspicious,review-needed,no pattern matched - needs judgement,# Xero Contact Data Structure - Complete Field Reference
XERO_DASHBOARDS_COMPLETE_IMPLEMENTATION.md,27255,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Xero Dashboards - Complete Implementation Summary
XERO_DASHBOARDS_QUICK_START.md,7556,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Xero Dashboards - Quick Start Guide
XERO_EXPORT_FOR_AI_FEATURE.md,13227,Suspicious,review-needed,no pattern matched - needs judgement,# Xero Dashboard - Export for AI Feature
XERO_EXPORT_QUICK_START.md,10005,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Quick Start: Export for AI Feature
XERO_FIX_SUMMARY_DEC8_2025.md,6428,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Xero Integration Fix Summary - December 8, 2025"
XERO_FIXES_COMPLETE.md,5701,Suspicious,review-needed,no pattern matched - needs judgement,"# ✅ XERO FIXES COMPLETE - December 8, 2025"
XERO_FORECAST_FIX_DEC24_2025.md,13640,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🔧 Xero Forecast Model - Critical Bug Fix
XERO_INTEGRATION.md,85648,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# XERO INTEGRATION - Master Documentation
XERO_INTEGRATION_ANALYSIS_PHASE1.md,20491,Suspicious,review-needed,no pattern matched - needs judgement,# Xero Module - System Integration Architect Analysis
XERO_INTEGRATION_DISCOVERED_COMPLETE.md,18136,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete analysis',# 🔷 **XERO INTEGRATION DISCOVERED - Complete Analysis**
XERO_INVOICES_ML_ENHANCEMENT_COMPLETE.md,13151,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Xero Invoices Tab - ML Enhancement Complete ✅
XERO_METADATA_QUICK_REFERENCE.md,8245,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Xero Metadata Tools - Quick Reference
XERO_ML_IMPLEMENTATION_PHASE1_COMPLETE.md,13506,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🚀 Xero ML Enhancement Implementation - Phase 1
XERO_ML_INTEGRATION_COMPLETE.md,8372,Suspicious,review-needed,no pattern matched - needs judgement,# ✅ Xero ML Integration - Complete!
XERO_ML_INTEGRATION_COMPLETE_ANALYSIS.md,19852,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete analysis',# Xero Module + ML Integration - Complete Analysis
XERO_MODULE_COMPREHENSIVE_GAP_ANALYSIS.md,28117,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 **XERO MODULE - COMPREHENSIVE GAP ANALYSIS**
XERO_MODULE_COMPREHENSIVE_UX_ANALYSIS.md,43337,Suspicious,review-needed,no pattern matched - needs judgement,# Xero Module - Comprehensive UI/UX Analysis & Business Intelligence Enhancement
XERO_MODULE_FIX_COMPLETE_DEC20_2025.md,24092,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Xero Module Complete Fix - December 20, 2025"
XERO_QUICK_PROMPTS_DESIGN.md,57236,Suspicious,review-needed,no pattern matched - needs judgement,# Xero Quick Prompts Design Document
XERO_QUICK_PROMPTS_IMPLEMENTATION_COMPLETE.md,13622,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Xero Quick Prompts - Implementation Complete ✅
XERO_QUICK_PROMPTS_STRATEGIC_SUMMARY.md,17985,Suspicious,review-needed,no pattern matched - needs judgement,# Xero Quick Prompts - Strategic Analysis Framework
XERO_QUICK_PROMPTS_USER_GUIDE.md,11872,Scratch,git mv -> archive/timelines_and_reports/,title contains 'release:',# Xero Quick Prompts - User Guide
XERO_QUOTES_COMPREHENSIVE_ANALYSIS.md,24776,Suspicious,review-needed,no pattern matched - needs judgement,# 🔷 Xero Quotes System - Comprehensive Analysis & Implementation Plan
XERO_REPORTS_COMPREHENSIVE_ANALYSIS.md,23437,Suspicious,review-needed,no pattern matched - needs judgement,""""""""
XERO_REPORTS_FIX_DEC22.md,9456,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🔧 Xero Reports Fix - Tabulator Tables & Date Parsing
XERO_REPORTS_IMPLEMENTATION_COMPLETE.md,22795,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Xero Reports - Full Implementation Complete
XERO_TABS_ML_ENHANCEMENT_ANALYSIS.md,39988,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# 🎯 Xero UI Tabs - Complete Analysis & ML Enhancement Opportunities
XERO_TABULATOR_ARCHITECTURE_ANALYSIS.md,51184,Suspicious,review-needed,no pattern matched - needs judgement,# Xero Tabulator Architecture: Comprehensive Analysis
XERO_TOOLS_COMPLETE.md,13101,Suspicious,review-needed,no pattern matched - needs judgement,# Xero Tools - Complete Documentation
XERO_TOOLS_SCHEMA_COMPLETE.md,6945,Suspicious,review-needed,no pattern matched - needs judgement,# ✅ Xero Contact + Quotes Tools - Complete Schema Registration
